Nama_Produk,Akun,Ulasan,Rate,normalized_Ulasan,cleaned_Ulasan,tokenized_Ulasan,stemmed_Ulasan,final_Ulasan,Sentiment
Oppo A3,lolipop_pink,"performa sesuai harapan, stabil.",3.0,"Performa sesuai harapan, stabil.",performa sesuai harapan stabil,"['performa', 'sesuai', 'harapan', 'stabil']","['performa', 'sesuai', 'harap', 'stabil']","['performa', 'sesuai', 'harap', 'stabil']",Netral
Oppo A60,aldi_tiger,"kamera oke, performa lainnya ya biasa aja.",3.0,"Kamera oke, performa lainnya ya biasa aja.",kamera oke performa lainnya ya biasa aja,"['kamera', 'oke', 'performa', 'lainnya', 'ya', 'biasa', 'aja']","['kamera', 'oke', 'performa', 'lain', 'ya', 'biasa', 'aja']","['kamera', 'performa', 'aja']",Netral
Oppo A60,fika_hungry,"cas cepet, tapi baterai jadi boros.",3.0,"Cas cepet, tapi baterai jadi boros.",cas cepet tapi baterai jadi boros,"['cas', 'cepet', 'tapi', 'baterai', 'jadi', 'boros']","['cas', 'cepet', 'tapi', 'baterai', 'jadi', 'boros']","['cas', 'cepet', 'baterai', 'boros']",Netral
Oppo A60,bunga_snow,"layar cukup lebar, resolusinya standar lah.",3.0,"Layar cukup lebar, resolusinya standar lah.",layar cukup lebar resolusinya standar lah,"['layar', 'cukup', 'lebar', 'resolusinya', 'standar', 'lah']","['layar', 'cukup', 'lebar', 'resolusi', 'standar', 'lah']","['layar', 'lebar', 'resolusi', 'standar']",Netral
 Oppo A98 5G,arin_smart,"lumayan lah, tapi bisa lebih baik lagi.",3.0,"Lumayan lah, tapi bisa lebih baik lagi.",lumayan lah tapi bisa lebih baik lagi,"['lumayan', 'lah', 'tapi', 'bisa', 'lebih', 'baik', 'lagi']","['lumayan', 'lah', 'tapi', 'bisa', 'lebih', 'baik', 'lagi']",['lumayan'],Netral
Oppo A09 5G,febi_fun,"harganya pas, kualitas ya cukup lah.",3.0,"Harganya pas, kualitas ya cukup lah.",harganya pas kualitas ya cukup lah,"['harganya', 'pas', 'kualitas', 'ya', 'cukup', 'lah']","['harga', 'pas', 'kualitas', 'ya', 'cukup', 'lah']","['harga', 'pas', 'kualitas']",Netral
Oppo A98 5G,nico_pals,"ada nfc, performanya ya biasa-biasa aja.",3.0,"Ada NFC, performanya ya biasa-biasa aja.",ada nfc performanya ya biasabiasa aja,"['ada', 'nfc', 'performanya', 'ya', 'biasabiasa', 'aja']","['ada', 'nfc', 'performa', 'ya', 'biasabiasa', 'aja']","['nfc', 'performa', 'biasabiasa', 'aja']",Netral
Oppo Reno11 F 5G,seto_pintar,agak berat pas buka aplikasi banyak.,3.0,Agak berat pas buka aplikasi banyak.,agak berat pas buka aplikasi banyak,"['agak', 'berat', 'pas', 'buka', 'aplikasi', 'banyak']","['agak', 'berat', 'pas', 'buka', 'aplikasi', 'banyak']","['berat', 'pas', 'buka', 'aplikasi']",Netral
Oppo Reno 11F,maya_flower,"tampilannya keren, performa biasa aja sih.",3.0,"Tampilannya keren, performa biasa aja sih.",tampilannya keren performa biasa aja sih,"['tampilannya', 'keren', 'performa', 'biasa', 'aja', 'sih']","['tampil', 'keren', 'performa', 'biasa', 'aja', 'sih']","['tampil', 'keren', 'performa', 'aja', 'sih']",Netral
Oppo A79 5G,ricky.mild,"kamera oke siang, malam rada gelap.",3.0,"Kamera oke siang, malam rada gelap.",kamera oke siang malam rada gelap,"['kamera', 'oke', 'siang', 'malam', 'rada', 'gelap']","['kamera', 'oke', 'siang', 'malam', 'rada', 'gelap']","['kamera', 'siang', 'malam', 'rada', 'gelap']",Netral
Oppo A38,dinda_morning,harga sesuai sama kualitas yang dikasih.,3.0,Harga sesuai sama kualitas yang dikasih.,harga sesuai sama kualitas yang dikasih,"['harga', 'sesuai', 'sama', 'kualitas', 'yang', 'dikasih']","['harga', 'sesuai', 'sama', 'kualitas', 'yang', 'kasih']","['harga', 'sesuai', 'kualitas', 'kasih']",Netral
Oppo A38,ogie_blast,stabil buat dipake ringan-ringan aja.,3.0,Stabil buat dipake ringan-ringan aja.,stabil buat dipake ringanringan aja,"['stabil', 'buat', 'dipake', 'ringanringan', 'aja']","['stabil', 'buat', 'dipake', 'ringanringan', 'aja']","['stabil', 'dipake', 'ringanringan', 'aja']",Netral
Oppo A79 5G,miranda_bliss,"gak mengecewakan, tapi juga gak bikin terkesan.",3.0,"Gak mengecewakan, tapi juga gak bikin terkesan.",gak mengecewakan tapi juga gak bikin terkesan,"['gak', 'mengecewakan', 'tapi', 'juga', 'gak', 'bikin', 'terkesan']","['gak', 'kecewa', 'tapi', 'juga', 'gak', 'bikin', 'kes']","['kecewa', 'bikin', 'kes']",Netral
Oppo A16,DewiR,"paketnya nyampe aman, puas banget sama hpnya",1.0,"Paketnya nyampe aman, puas banget sama hpnya",paketnya nyampe aman puas banget sama hpnya,"['paketnya', 'nyampe', 'aman', 'puas', 'banget', 'sama', 'hpnya']","['paket', 'nyampe', 'aman', 'puas', 'banget', 'sama', 'hpnya']","['paket', 'nyampe', 'aman', 'puas', 'banget', 'hpnya']",Negatif
Oppo Reno8,Vina,"kecewa sih, layar kurang bagus",1.0,"Kecewa sih, layar kurang bagus",kecewa sih layar kurang bagus,"['kecewa', 'sih', 'layar', 'kurang', 'bagus']","['kecewa', 'sih', 'layar', 'kurang', 'bagus']","['kecewa', 'sih', 'layar', 'bagus']",Negatif
Oppo Find X5,Kinn28,"lumayan lah, ga jelek banget tapi biasa aja",1.0,"Lumayan lah, ga jelek banget tapi biasa aja",lumayan lah ga jelek banget tapi biasa aja,"['lumayan', 'lah', 'ga', 'jelek', 'banget', 'tapi', 'biasa', 'aja']","['lumayan', 'lah', 'ga', 'jelek', 'banget', 'tapi', 'biasa', 'aja']","['lumayan', 'ga', 'jelek', 'banget', 'aja']",Negatif
Oppo A57,Gilang23,"mantep banget sih, worth it beli ini",1.0,"Mantep banget sih, worth it beli ini",mantep banget sih worth it beli ini,"['mantep', 'banget', 'sih', 'worth', 'it', 'beli', 'ini']","['mantep', 'banget', 'sih', 'worth', 'it', 'beli', 'ini']","['mantep', 'banget', 'sih', 'worth', 'it', 'beli']",Negatif
Oppo F11 Pro,Reza,"barangnya cacat, udah gitu respon penjual lama",1.0,"Barangnya cacat, udah gitu respon penjual lama",barangnya cacat udah gitu respon penjual lama,"['barangnya', 'cacat', 'udah', 'gitu', 'respon', 'penjual', 'lama']","['barang', 'cacat', 'udah', 'gitu', 'respon', 'jual', 'lama']","['barang', 'cacat', 'udah', 'gitu', 'respon', 'jual']",Negatif
Oppo Reno6,Bunga_Rose,"seneng banget, udah sesuai ekspektasi",1.0,"Seneng banget, udah sesuai ekspektasi",seneng banget udah sesuai ekspektasi,"['seneng', 'banget', 'udah', 'sesuai', 'ekspektasi']","['neng', 'banget', 'udah', 'sesuai', 'ekspektasi']","['neng', 'banget', 'udah', 'sesuai', 'ekspektasi']",Negatif
Oppo A17,Zahra,harganya terlalu mahal buat kualitas kayak gini,2.0,Harganya terlalu mahal buat kualitas kayak gini,harganya terlalu mahal buat kualitas kayak gini,"['harganya', 'terlalu', 'mahal', 'buat', 'kualitas', 'kayak', 'gini']","['harga', 'terlalu', 'mahal', 'buat', 'kualitas', 'kayak', 'gin']","['harga', 'mahal', 'kualitas', 'kayak', 'gin']",Negatif
Oppo Find N2 Flip,Rendy,"barang bagus, fitur oke",2.0,"Barang bagus, fitur oke",barang bagus fitur oke,"['barang', 'bagus', 'fitur', 'oke']","['barang', 'bagus', 'fitur', 'oke']","['barang', 'bagus', 'fitur']",Negatif
Oppo Reno10,Naufal_,"lumayan kecewa, pengirimannya lambat",2.0,"Lumayan kecewa, pengirimannya lambat",lumayan kecewa pengirimannya lambat,"['lumayan', 'kecewa', 'pengirimannya', 'lambat']","['lumayan', 'kecewa', 'kirim', 'lambat']","['lumayan', 'kecewa', 'kirim', 'lambat']",Negatif
Oppo A96,Tessa,"hpnya enteng banget buat main game, suka!",1.0,"Hpnya enteng banget buat main game, suka!",hpnya enteng banget buat main game suka,"['hpnya', 'enteng', 'banget', 'buat', 'main', 'game', 'suka']","['hpnya', 'enteng', 'banget', 'buat', 'main', 'game', 'suka']","['hpnya', 'enteng', 'banget', 'main', 'game', 'suka']",Negatif
Oppo Find X3,AdindaL,"kamera burik, nyesel beli",1.0,"Kamera burik, nyesel beli",kamera burik nyesel beli,"['kamera', 'burik', 'nyesel', 'beli']","['kamera', 'burik', 'nyesel', 'beli']","['kamera', 'burik', 'nyesel', 'beli']",Negatif
Oppo Reno9,Alya,"biasa aja sih, nothing special",2.0,"Biasa aja sih, nothing special",biasa aja sih nothing special,"['biasa', 'aja', 'sih', 'nothing', 'special']","['biasa', 'aja', 'sih', 'nothing', 'special']","['aja', 'sih', 'nothing', 'special']",Negatif
Oppo A15,Fahri99,"suka sama desainnya, simple dan elegan",2.0,"Suka sama desainnya, simple dan elegan",suka sama desainnya simple dan elegan,"['suka', 'sama', 'desainnya', 'simple', 'dan', 'elegan']","['suka', 'sama', 'desain', 'simple', 'dan', 'elegan']","['suka', 'desain', 'simple', 'elegan']",Negatif
Oppo F21 Pro,Siska21,"lemot banget, gak sesuai deskripsi",2.0,"Lemot banget, gak sesuai deskripsi",lemot banget gak sesuai deskripsi,"['lemot', 'banget', 'gak', 'sesuai', 'deskripsi']","['lot', 'banget', 'gak', 'sesuai', 'deskripsi']","['lot', 'banget', 'sesuai', 'deskripsi']",Negatif
Oppo Reno5,Joko88,"puas banget, gak nyangka bisa sebagus ini",2.0,"Puas banget, gak nyangka bisa sebagus ini",puas banget gak nyangka bisa sebagus ini,"['puas', 'banget', 'gak', 'nyangka', 'bisa', 'sebagus', 'ini']","['puas', 'banget', 'gak', 'nyangka', 'bisa', 'bagus', 'ini']","['puas', 'banget', 'nyangka', 'bagus']",Negatif
Oppo Find X2,Fitra08,"layarnya keren, smooth buat scrolling",2.0,"Layarnya keren, smooth buat scrolling",layarnya keren smooth buat scrolling,"['layarnya', 'keren', 'smooth', 'buat', 'scrolling']","['layar', 'keren', 'smooth', 'buat', 'scrolling']","['layar', 'keren', 'smooth', 'scrolling']",Negatif
Oppo A77,Aliyah98,"tombolnya agak keras, kurang nyaman",2.0,"Tombolnya agak keras, kurang nyaman",tombolnya agak keras kurang nyaman,"['tombolnya', 'agak', 'keras', 'kurang', 'nyaman']","['tombol', 'agak', 'keras', 'kurang', 'nyaman']","['tombol', 'keras', 'nyaman']",Negatif
Oppo Reno7,SarahL,"pengiriman cepet, barang sesuai",1.0,"Pengiriman cepet, barang sesuai",pengiriman cepet barang sesuai,"['pengiriman', 'cepet', 'barang', 'sesuai']","['kirim', 'cepet', 'barang', 'sesuai']","['kirim', 'cepet', 'barang', 'sesuai']",Negatif
Oppo A74,Santi,harga murah tapi kualitas gak murahan,1.0,Harga murah tapi kualitas gak murahan,harga murah tapi kualitas gak murahan,"['harga', 'murah', 'tapi', 'kualitas', 'gak', 'murahan']","['harga', 'murah', 'tapi', 'kualitas', 'gak', 'murah']","['harga', 'murah', 'kualitas', 'murah']",Negatif
Oppo Find X6 Pro,Hafidz,"baterainya boros, harus sering ngecas",2.0,"Baterainya boros, harus sering ngecas",baterainya boros harus sering ngecas,"['baterainya', 'boros', 'harus', 'sering', 'ngecas']","['baterai', 'boros', 'harus', 'sering', 'ngecas']","['baterai', 'boros', 'ngecas']",Negatif
Oppo A1k,Mega_Rh,"bentuknya unik, suka banget",2.0,"Bentuknya unik, suka banget",bentuknya unik suka banget,"['bentuknya', 'unik', 'suka', 'banget']","['bentuk', 'unik', 'suka', 'banget']","['bentuk', 'unik', 'suka', 'banget']",Negatif
Oppo Reno3,RanggaK,"prosesor lemot, kurang cocok buat multitasking",2.0,"Prosesor lemot, kurang cocok buat multitasking",prosesor lemot kurang cocok buat multitasking,"['prosesor', 'lemot', 'kurang', 'cocok', 'buat', 'multitasking']","['prosesor', 'lot', 'kurang', 'cocok', 'buat', 'multitasking']","['prosesor', 'lot', 'cocok', 'multitasking']",Negatif
Oppo Find X,DianN,"packing rapi, produk aman sampai",1.0,"Packing rapi, produk aman sampai",packing rapi produk aman sampai,"['packing', 'rapi', 'produk', 'aman', 'sampai']","['packing', 'rapi', 'produk', 'aman', 'sampai']","['rapi', 'produk', 'aman']",Negatif
Oppo Reno4,Anggi,"hasil kameranya jernih, suka!",1.0,"Hasil kameranya jernih, suka!",hasil kameranya jernih suka,"['hasil', 'kameranya', 'jernih', 'suka']","['hasil', 'kamera', 'jernih', 'suka']","['hasil', 'kamera', 'jernih', 'suka']",Negatif
Oppo A92,Ika_Suci,agak panas kalau dipakai lama,1.0,Agak panas kalau dipakai lama,agak panas kalau dipakai lama,"['agak', 'panas', 'kalau', 'dipakai', 'lama']","['agak', 'panas', 'kalau', 'pakai', 'lama']","['panas', 'pakai']",Negatif
Oppo A53,BeniP,"udah beli dua kali, tetap puas",1.0,"Udah beli dua kali, tetap puas",udah beli dua kali tetap puas,"['udah', 'beli', 'dua', 'kali', 'tetap', 'puas']","['udah', 'beli', 'dua', 'kali', 'tetap', 'puas']","['udah', 'beli', 'kali', 'puas']",Negatif
Oppo F9,Fikri07,"tidak sesuai dengan deskripsi, kecewa",2.0,"Tidak sesuai dengan deskripsi, kecewa",tidak sesuai dengan deskripsi kecewa,"['tidak', 'sesuai', 'dengan', 'deskripsi', 'kecewa']","['tidak', 'sesuai', 'dengan', 'deskripsi', 'kecewa']","['sesuai', 'deskripsi', 'kecewa']",Negatif
Oppo Find X2 Pro,Bayu_Putra,"barangnya ori, tapi prosessor lambat",1.0,"Barangnya ori, tapi prosessor lambat",barangnya ori tapi prosessor lambat,"['barangnya', 'ori', 'tapi', 'prosessor', 'lambat']","['barang', 'ori', 'tapi', 'prosessor', 'lambat']","['barang', 'ori', 'prosessor', 'lambat']",Negatif
Oppo Reno8 T,CintaLara,"warna hpnya cakep, tapi terlalu lebay",2.0,"Warna hpnya cakep, tapi terlalu lebay",warna hpnya cakep tapi terlalu lebay,"['warna', 'hpnya', 'cakep', 'tapi', 'terlalu', 'lebay']","['warna', 'hpnya', 'cakep', 'tapi', 'terlalu', 'lebay']","['warna', 'hpnya', 'cakep', 'lebay']",Negatif
Oppo A52,ArifT,kamera depan kurang tajam,2.0,Kamera depan kurang tajam,kamera depan kurang tajam,"['kamera', 'depan', 'kurang', 'tajam']","['kamera', 'depan', 'kurang', 'tajam']","['kamera', 'tajam']",Negatif
Oppo A54,Nana,layarnya besar ga cocok buat saya,2.0,Layarnya besar ga cocok buat saya,layarnya besar ga cocok buat saya,"['layarnya', 'besar', 'ga', 'cocok', 'buat', 'saya']","['layar', 'besar', 'ga', 'cocok', 'buat', 'saya']","['layar', 'ga', 'cocok']",Negatif
Oppo F5,DimasAja,"speknya overhyped, biasa aja kok",1.0,"Speknya overhyped, biasa aja kok",speknya overhyped biasa aja kok,"['speknya', 'overhyped', 'biasa', 'aja', 'kok']","['speknya', 'overhyped', 'biasa', 'aja', 'kok']","['speknya', 'overhyped', 'aja']",Negatif
Oppo Reno2,Raka45,desainnya kurang suka,1.0,Desainnya kurang suka,desainnya kurang suka,"['desainnya', 'kurang', 'suka']","['desain', 'kurang', 'suka']","['desain', 'suka']",Negatif
Oppo Reno Z,Rama_Satria,"update os-nya ribet, kurang suka",1.0,"Update OS-nya ribet, kurang suka",update osnya ribet kurang suka,"['update', 'osnya', 'ribet', 'kurang', 'suka']","['update', 'osnya', 'ribet', 'kurang', 'suka']","['update', 'osnya', 'ribet', 'suka']",Negatif
Oppo F7,Eka45,speaker suaranya ga jernih,2.0,Speaker suaranya ga jernih,speaker suaranya ga jernih,"['speaker', 'suaranya', 'ga', 'jernih']","['speaker', 'suara', 'ga', 'jernih']","['speaker', 'suara', 'ga', 'jernih']",Negatif
Oppo Reno 10x,Andri09,hp ngelag,1.0,Hp ngelag,hp ngelag,"['hp', 'ngelag']","['hp', 'ngelag']","['hp', 'ngelag']",Negatif
Oppo Reno Ace,Citra89,"harganya murah, performa biasa aja",2.0,"Harganya murah, performa biasa aja",harganya murah performa biasa aja,"['harganya', 'murah', 'performa', 'biasa', 'aja']","['harga', 'murah', 'performa', 'biasa', 'aja']","['harga', 'murah', 'performa', 'aja']",Negatif
Oppo Find N,Iqbal24,"desain kekinian, tapi biasa aja",1.0,"Desain kekinian, tapi biasa aja",desain kekinian tapi biasa aja,"['desain', 'kekinian', 'tapi', 'biasa', 'aja']","['desain', 'kini', 'tapi', 'biasa', 'aja']","['desain', 'aja']",Negatif
Oppo Reno Lite,Bagas_77,"sinyalnya suka hilang, bikin kesal",2.0,"Sinyalnya suka hilang, bikin kesal",sinyalnya suka hilang bikin kesal,"['sinyalnya', 'suka', 'hilang', 'bikin', 'kesal']","['sinyal', 'suka', 'hilang', 'bikin', 'kesal']","['sinyal', 'suka', 'hilang', 'bikin', 'kesal']",Negatif
Oppo A83,ArmanG,material hpnya biasa aja,2.0,Material hpnya biasa aja,material hpnya biasa aja,"['material', 'hpnya', 'biasa', 'aja']","['material', 'hpnya', 'biasa', 'aja']","['material', 'hpnya', 'aja']",Negatif
Oppo Reno3 Pro,Lia_Mawar,"prosesor kurang cepat, jadi kurang lancar buat game berat",2.0,"Prosesor kurang cepat, jadi kurang lancar buat game berat",prosesor kurang cepat jadi kurang lancar buat game berat,"['prosesor', 'kurang', 'cepat', 'jadi', 'kurang', 'lancar', 'buat', 'game', 'berat']","['prosesor', 'kurang', 'cepat', 'jadi', 'kurang', 'lancar', 'buat', 'game', 'berat']","['prosesor', 'cepat', 'lancar', 'game', 'berat']",Negatif
Oppo Find X Lamb,Lukman,paket datang ga tepat waktu,2.0,Paket datang ga tepat waktu,paket datang ga tepat waktu,"['paket', 'datang', 'ga', 'tepat', 'waktu']","['paket', 'datang', 'ga', 'tepat', 'waktu']","['paket', 'ga']",Negatif
Oppo Reno Glow,Elvina,fitur-fiturnya kurang,2.0,Fitur-fiturnya kurang,fiturfiturnya kurang,"['fiturfiturnya', 'kurang']","['fiturfiturnya', 'kurang']",['fiturfiturnya'],Negatif
Oppo F1s,PutriCantik,agak berat hpnya,1.0,Agak berat hpnya,agak berat hpnya,"['agak', 'berat', 'hpnya']","['agak', 'berat', 'hpnya']","['berat', 'hpnya']",Negatif
Oppo Find X2 Neo,Handoko,"kamera zoom-nya blur, gak jelas",1.0,"Kamera zoom-nya blur, gak jelas",kamera zoomnya blur gak jelas,"['kamera', 'zoomnya', 'blur', 'gak', 'jelas']","['kamera', 'zoomnya', 'blur', 'gak', 'jelas']","['kamera', 'zoomnya', 'blur']",Negatif
Oppo F3,Tari,charging-nya lama banget,1.0,Charging-nya lama banget,chargingnya lama banget,"['chargingnya', 'lama', 'banget']","['chargingnya', 'lama', 'banget']","['chargingnya', 'banget']",Negatif
Oppo Reno 6Z,KevinY,"fingerprint-nya lambat, mengecewakan",2.0,"Fingerprint-nya lambat, mengecewakan",fingerprintnya lambat mengecewakan,"['fingerprintnya', 'lambat', 'mengecewakan']","['fingerprintnya', 'lambat', 'kecewa']","['fingerprintnya', 'lambat', 'kecewa']",Negatif
Oppo Find X Autom,Ilham_X,bodi hpnya gampang kotor,2.0,Bodi hpnya gampang kotor,bodi hpnya gampang kotor,"['bodi', 'hpnya', 'gampang', 'kotor']","['bodi', 'hpnya', 'gampang', 'kotor']","['bodi', 'hpnya', 'gampang', 'kotor']",Negatif
Oppo A59,Nina_,"speaker bagus, tapi baterainya kurang tahan lama",2.0,"Speaker bagus, tapi baterainya kurang tahan lama",speaker bagus tapi baterainya kurang tahan lama,"['speaker', 'bagus', 'tapi', 'baterainya', 'kurang', 'tahan', 'lama']","['speaker', 'bagus', 'tapi', 'baterai', 'kurang', 'tahan', 'lama']","['speaker', 'bagus', 'baterai', 'tahan']",Negatif
Oppo Reno2 Z,Anisa,"kurang banget, layar ga jernih dan tajam",1.0,"Kurang banget, layar ga jernih dan tajam",kurang banget layar ga jernih dan tajam,"['kurang', 'banget', 'layar', 'ga', 'jernih', 'dan', 'tajam']","['kurang', 'banget', 'layar', 'ga', 'jernih', 'dan', 'tajam']","['banget', 'layar', 'ga', 'jernih', 'tajam']",Negatif
Oppo A12,e*****7,hp yang saya terima tidak sesuai dengan deskripsi produk. sangat kecewa,1.0,HP yang saya terima tidak sesuai dengan deskripsi produk. Sangat kecewa,hp yang saya terima tidak sesuai dengan deskripsi produk sangat kecewa,"['hp', 'yang', 'saya', 'terima', 'tidak', 'sesuai', 'dengan', 'deskripsi', 'produk', 'sangat', 'kecewa']","['hp', 'yang', 'saya', 'terima', 'tidak', 'sesuai', 'dengan', 'deskripsi', 'produk', 'sangat', 'kecewa']","['hp', 'terima', 'sesuai', 'deskripsi', 'produk', 'kecewa']",Negatif
Oppo A12,r_adind07,"pengiriman sangat lama, lebih dari seminggu, padahal dijanjikan 3 hari.",2.0,"Pengiriman sangat lama, lebih dari seminggu, padahal dijanjikan 3 hari.",pengiriman sangat lama lebih dari seminggu padahal dijanjikan  hari,"['pengiriman', 'sangat', 'lama', 'lebih', 'dari', 'seminggu', 'padahal', 'dijanjikan', 'hari']","['kirim', 'sangat', 'lama', 'lebih', 'dari', 'minggu', 'padahal', 'janji', 'hari']","['kirim', 'minggu', 'janji']",Negatif
Oppo A12,2*****i,"hp baru, tapi sudah mengalami masalah pada sistem operasi",1.0,"HP baru, tapi sudah mengalami masalah pada sistem operasi",hp baru tapi sudah mengalami masalah pada sistem operasi,"['hp', 'baru', 'tapi', 'sudah', 'mengalami', 'masalah', 'pada', 'sistem', 'operasi']","['hp', 'baru', 'tapi', 'sudah', 'alami', 'masalah', 'pada', 'sistem', 'operasi']","['hp', 'alami', 'sistem', 'operasi']",Negatif
Oppo A12,mahy2_,"tidak ada garansi resmi dari toko, padahal seharusnya ada",1.0,"Tidak ada garansi resmi dari toko, padahal seharusnya ada",tidak ada garansi resmi dari toko padahal seharusnya ada,"['tidak', 'ada', 'garansi', 'resmi', 'dari', 'toko', 'padahal', 'seharusnya', 'ada']","['tidak', 'ada', 'garansi', 'resmi', 'dari', 'toko', 'padahal', 'harus', 'ada']","['garansi', 'resmi', 'toko']",Negatif
Oppo A12,r*****n,"produk datang dengan cacat fisik, ada goresan di layar dan bodi",1.0,"Produk datang dengan cacat fisik, ada goresan di layar dan bodi",produk datang dengan cacat fisik ada goresan di layar dan bodi,"['produk', 'datang', 'dengan', 'cacat', 'fisik', 'ada', 'goresan', 'di', 'layar', 'dan', 'bodi']","['produk', 'datang', 'dengan', 'cacat', 'fisik', 'ada', 'gores', 'di', 'layar', 'dan', 'bodi']","['produk', 'cacat', 'fisik', 'gores', 'layar', 'bodi']",Negatif
Oppo A12,bintangbulan92,tombol volume tidak berfungsi dengan baik.,1.0,Tombol volume tidak berfungsi dengan baik.,tombol volume tidak berfungsi dengan baik,"['tombol', 'volume', 'tidak', 'berfungsi', 'dengan', 'baik']","['tombol', 'volume', 'tidak', 'fungsi', 'dengan', 'baik']","['tombol', 'volume', 'fungsi']",Negatif
